City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,meadow lakes,61.6247,-149.6011,2.01,61,40,5.66,US,1704673345
386,bowen,-20.0167,148.2333,29.43,69,100,5.11,AU,1704673345
387,smara,26.7384,-11.6719,13.58,79,0,2.42,EH,1704673346
388,upington,-28.4478,21.2561,23.21,33,78,2.57,ZA,1704673346
389,port douglas,-16.4833,145.4667,29.1,73,96,2.58,AU,1704673346
390,barrouallie,13.2333,-61.2667,25.79,78,75,2.57,VC,1704673346
391,puttaparthi,14.1652,77.8117,20.54,90,69,2.4,IN,1704673346
392,bikenibeu village,1.3673,173.1241,28.56,76,99,5.93,KI,1704673346
393,guerrero negro,27.9769,-114.0611,16.01,70,17,10.78,MX,1704673346
394,cill airne,52.05,-9.5167,1.91,95,10,2.11,IE,1704673346
395,norwich,52.6278,1.2983,3.51,73,100,2.06,GB,1704673347
396,puerto armuelles,8.2833,-82.8667,29.99,80,61,2.73,PA,1704673347
397,zakamensk,50.3741,103.2863,-15.96,99,100,0.27,RU,1704673347
398,fortaleza,-3.7227,-38.5247,28.93,79,40,3.6,BR,1704673347
399,oromocto,45.8351,-66.4792,-2.38,77,100,6.71,CA,1704673347
400,kijang,35.2442,129.2139,-4.15,28,2,1.48,KR,1704673347
401,nizhnesortymskiy,62.4397,71.7603,-18.17,97,100,6.68,RU,1704673347
402,azadshahr,34.7909,48.5707,-4.73,63,0,2.06,IR,1704673347
403,tazovsky,67.4667,78.7,-26.6,100,47,2.76,RU,1704673348
404,akureyri,65.6835,-18.0878,6.96,65,0,8.75,IS,1704673348
405,saint-denis,48.9167,2.3333,1.08,74,100,6.69,FR,1704673348
406,zliten,32.4674,14.5687,11.98,54,78,6.55,LY,1704673348
407,kedrovyy,56.1667,91.8167,-24.52,99,55,2.03,RU,1704673348
408,imbituba,-28.24,-48.6703,23.27,93,8,5.68,BR,1704673239
409,dalnegorsk,44.5604,135.5701,-17.44,71,10,3.13,RU,1704673348
